id,transcript,emo,v,a,d,n
MSP-IMPROV-S10H-M03-S-FM02,No way crazy..,H,4.0,2.6,3.6,4.6
MSP-IMPROV-S10H-M03-S-FM03,But if you decide not now..,N,3.2,4.0,2.8,3.4
MSP-IMPROV-S10H-M03-S-FM04,Hi how are you feeling?.,N,3.333333,3.833333,3.333333,4.0
MSP-IMPROV-S10H-M03-S-FM05,What's up?.,N,3.0,3.571429,2.714286,3.571429
MSP-IMPROV-S10H-M03-S-FM06,Yeah..,H,4.0,2.8,4.0,5.0
MSP-IMPROV-S10H-M03-S-FM07,Who ha ha nice?.,H,4.2,3.0,3.4,4.2
MSP-IMPROV-S10H-M03-S-FM08,Wait to see if she took it..When are you gonna miss that?.,X,2.5,3.666667,3.0,4.0
MSP-IMPROV-S10H-M03-S-MF01,"Alphea..You gotta like a Hollywood Yeah, I know it feels like..",H,3.6,3.4,3.4,4.0
MSP-IMPROV-S10H-M03-S-MF02,I'm heading out to see if you got like a recording 11 highway..,N,3.166667,3.833333,3.666667,4.0
MSP-IMPROV-S10H-M03-S-MF03,Seriously..,N,3.0,3.5,3.666667,4.166667
MSP-IMPROV-S10H-M03-S-MF04,he got the caller there.,N,3.0,3.8,3.2,3.4
MSP-IMPROV-S10H-M03-S-MF05,"II think so, yeah, I think if you take the offer..",N,3.142857,4.0,2.857143,3.714286
MSP-IMPROV-S10H-M03-S-MF06,I don't know how she could miss this opportunity..,X,3.0,3.2,3.2,3.6
MSP-IMPROV-S10H-M03-S-MF07,Behana do you know what else to do?.You are something..,N,3.0,3.8,3.2,4.0
MSP-IMPROV-S10H-M03-S-MF08,Wake over in Hollywood..,N,3.666667,3.666667,3.666667,4.166667
MSP-IMPROV-S10H-M03-S-MF09,You off today like I think he's gonna head out like I know I don't know she talking about now..,H,4.0,3.8,3.4,4.0
MSP-IMPROV-S10H-M03-S-MF10,Half..Are you?.,H,3.8,3.8,3.0,3.6
MSP-IMPROV-S10H-M03-S-MF11,This opportunity..,H,4.0,3.0,3.6,3.2
MSP-IMPROV-S10H-M03-S-MF12,Do you know it's healthy?.,N,2.8,3.6,3.4,3.2
MSP-IMPROV-S10H-M03-S-MF13,"I was just talking to you today. I think she got. Her recording deal, like an offer they offered her something in Hollywood..",N,3.666667,3.333333,3.833333,4.5
MSP-IMPROV-S10H-M03-S-MF14,"Yeah, yeah..Right now..",N,3.571429,3.714286,3.571429,4.714286
MSP-IMPROV-S10H-M03-S-MF15,"Yeah, I know..",N,3.2,4.0,3.0,4.4
MSP-IMPROV-S10H-M04-P-FM01,there he or.,N,2.833333,4.0,2.666667,4.666667
MSP-IMPROV-S10H-M04-P-MF01,Don't know how she could miss this opportunity..,N,2.3,3.3,3.0,3.5
MSP-IMPROV-S10H-M04-P-MF02,OK. Are we.,N,2.8,4.2,2.2,4.4
MSP-IMPROV-S10H-M04-S-FM01,"Hey, I heard about your best friend moving to Hollywood for that acting job. What do you think about that?.",X,3.833333,3.166667,4.166667,3.333333
MSP-IMPROV-S10H-M04-S-MF01,"I'll miss her, but she's so excited to go to Hollywood and she's always wanted to be on the stage..",H,3.6,3.2,3.2,2.6
MSP-IMPROV-S10H-M05-P-MF01,you call a record and go requiring to her offer i can.,N,3.6,4.4,2.4,3.8
MSP-IMPROV-S10H-M05-P-MF02,of dongola a.,H,4.6,2.4,4.0,4.6
MSP-IMPROV-S10H-M05-P-MF03,On the House..Don't know how I don't know how she could miss this opportunity..,H,3.8,2.6,4.0,3.4
MSP-IMPROV-S10H-M05-P-MF04,OK..,N,3.2,4.2,2.2,3.2
MSP-IMPROV-S10H-M05-S-FM01,I heard you like after a movie..,N,3.6,2.6,3.6,4.0
MSP-IMPROV-S10H-M05-S-FM02,Aren't you working now?.,N,3.0,3.6,2.6,4.4
MSP-IMPROV-S10H-M05-S-FM03,but.,N,3.0,4.0,2.8,4.6
MSP-IMPROV-S10H-M05-S-MF01,Yes..,H,5.0,1.0,5.0,3.4
MSP-IMPROV-S10H-M05-S-MF02,Is it working so hard that's been doing music for so many years now?.,N,3.5,3.333333,2.833333,3.666667
MSP-IMPROV-S10H-M05-S-MF03,According to you..Is it for years now and she's great?.,H,4.2,2.4,4.0,4.0
MSP-IMPROV-S10H-M05-S-MF04,I don't know how she could miss opportunity..,N,2.8,3.0,3.6,2.2
MSP-IMPROV-S10H-M05-S-MF05,"Yeah, she's gonna go to music for years and she's great..",H,4.6,2.6,4.0,3.6
MSP-IMPROV-S10H-M05-S-MF06,Absolutely can't wait for that..,H,4.4,2.4,4.2,4.0
MSP-IMPROV-S10N-F01-P-FM01,she's doing well she is sad and really good job offer.,N,2.714286,4.571429,2.285714,3.428571
MSP-IMPROV-S10N-F01-P-FM02,I don't know how she can..,N,2.666667,4.166667,2.166667,4.0
MSP-IMPROV-S10N-F01-P-MF01,enlivening.,N,3.0,4.2,2.4,4.2
MSP-IMPROV-S10N-F01-P-MF02,realised so strange.,N,2.8,4.0,3.0,3.8
MSP-IMPROV-S10N-F01-P-MF03,How's your butt?.,H,3.833333,3.5,2.833333,2.833333
MSP-IMPROV-S10N-F01-S-FM01,you know i think she's doing really well she just utter a really great jaw offer.,X,3.666667,4.333333,2.833333,3.333333
MSP-IMPROV-S10N-F01-S-MF01,How is your best friend doing?.,N,3.0,4.0,2.5,3.25
MSP-IMPROV-S10N-F01-S-MF02,Really that's so weird..,N,2.833333,4.166667,2.333333,3.5
MSP-IMPROV-S10N-F01-S-MF03,How is your best friend doing?.,N,3.2,4.2,3.0,3.8
MSP-IMPROV-S10N-F01-S-MF04,Really that's so strange..,O,3.0,4.0,3.6,3.8
MSP-IMPROV-S10N-F01-S-MF05,Weird..,N,3.0,3.857143,2.714286,3.571429
MSP-IMPROV-S10N-F02-P-FM01,Well..English spiral..,H,3.833333,3.833333,2.833333,4.333333
MSP-IMPROV-S10N-F02-P-FM02,i am on the point a gadget over the other team.,N,2.6,4.2,2.6,4.0
MSP-IMPROV-S10N-F02-P-MF01,i hear is a looking for jobs rely.,N,3.0,4.0,2.2,2.8
MSP-IMPROV-S10N-F02-P-MF02,"Yeah, then she gonna take it..",N,3.0,4.4,2.4,4.0
MSP-IMPROV-S10N-F02-S-FM01,oh well she's an actually then offered the job that a really great company.,N,3.8,4.2,2.4,2.6
MSP-IMPROV-S10N-F02-S-FM02,i.,N,2.875,4.25,2.625,4.25
MSP-IMPROV-S10N-F02-S-FM03,So I guess so..,N,2.875,3.625,2.625,2.75
MSP-IMPROV-S10N-F02-S-MF01,Houses in doing I heard you on the job hunt..,N,3.2,3.6,2.4,3.0
MSP-IMPROV-S10N-F02-S-MF02,"Oh, it's gonna take it..",N,2.8,4.0,2.6,3.0
MSP-IMPROV-S10N-F02-S-MF03,"Well, good luck to her..",N,2.666667,3.111111,3.5,3.333333
MSP-IMPROV-S10N-F03-P-FM01,Chelsea right..,N,3.0,3.833333,3.0,4.5
MSP-IMPROV-S10N-F03-P-FM02,"OK, cool..",N,2.8,3.4,3.4,4.6
MSP-IMPROV-S10N-F03-P-MF01,You are I believe it..3 years older than me..,N,3.333333,4.833333,2.833333,4.333333
MSP-IMPROV-S10N-F03-P-MF02,Alright cool..,N,3.4,4.2,2.4,4.0
MSP-IMPROV-S10N-F03-P-MF03,Alright so Chelsea is up for the manager position at McDonald's right..,H,4.0,3.2,3.2,2.6
MSP-IMPROV-S10N-F03-P-MF04,Night core and.,H,4.166667,3.5,3.0,4.666667
MSP-IMPROV-S10N-F03-S-FM01,"Oh yeah, she's she's doing pretty alright. I know she just graduated it looks like she just landed her first job offer..",H,2.6,3.4,3.0,1.8
MSP-IMPROV-S10N-F03-S-MF01,I wanted so bad to talk to you II was curious your friends healthy..,X,3.0,3.8,2.8,4.0
MSP-IMPROV-S10N-F03-S-MF02,I was wondering how she's doing what she got going on..,N,3.0,3.2,2.8,3.2
MSP-IMPROV-S10N-F03-S-MF03,"Yeah, I remember that you said that..",N,3.0,3.571429,2.857143,3.714286
MSP-IMPROV-S10N-F03-S-MF04,Oh wow that's excellent..,H,4.285714,2.857143,3.285714,3.714286
MSP-IMPROV-S10N-F03-S-MF05,Do you think she's gonna take it?.,N,3.0,3.666667,2.0,3.5
MSP-IMPROV-S10N-F04-P-FM01,Like 3 people..,X,3.5,4.166667,2.666667,4.5
MSP-IMPROV-S10N-F04-P-FM02,the nests.,N,3.0,4.4,2.4,3.6
MSP-IMPROV-S10N-F04-P-FM03,that.,H,4.0,3.8,3.0,4.2
MSP-IMPROV-S10N-F04-P-FM04,Placing you like to have someone doing..,N,2.8,4.4,2.6,3.6
MSP-IMPROV-S10N-F04-P-FM05,okay.,N,3.2,4.2,3.2,3.8
MSP-IMPROV-S10N-F04-P-FM06,oh the fool .,H,4.333333,3.833333,2.666667,4.333333
MSP-IMPROV-S10N-F04-P-MF01,"Hey..Just kidding I know..OK, um..",H,4.125,3.125,2.625,3.5
MSP-IMPROV-S10N-F04-S-FM01,"How she's doing good, she on the college and she got this great job offer I don't know..",H,3.6,3.8,3.6,4.0
MSP-IMPROV-S10N-F04-S-FM02,"OK, no idea to college and then she got the offer..",N,3.666667,4.333333,3.833333,3.833333
MSP-IMPROV-S10N-F04-S-FM03,good.,N,2.875,4.25,3.25,4.375
MSP-IMPROV-S10N-F04-S-MF01,"Hey, how can you do another heard from her in awhile?.",X,4.0,3.375,4.25,4.375
MSP-IMPROV-S10N-F04-S-MF02,"Hey, how's Katie I haven't heard from her in awhile?.",H,3.5,3.0,3.333333,3.5
MSP-IMPROV-S10N-F05-P-FM01,I don't know how she could miss this opportunity..,N,3.0,4.6,2.6,2.8
MSP-IMPROV-S10N-F05-S-FM01,"It's pretty good, I'm doing well, she just got a job like cleaning the cages..",N,3.0,3.6,3.2,3.8
MSP-IMPROV-S10N-F05-S-FM02,Yeah..,N,3.428571,3.142857,2.857143,3.571429
MSP-IMPROV-S10N-F05-S-MF01,How's your friend Jesse doing haven't seen her in awhile?.,H,4.0,2.8,3.4,3.0
MSP-IMPROV-S10N-F05-S-MF02,Oh really..,N,3.125,3.375,2.875,3.75
MSP-IMPROV-S10N-F05-S-MF03,Is she gonna take you?.,N,3.444444,3.0,3.25,3.555556
MSP-IMPROV-S10N-M01-P-FM01,So how's your friend doing?.,N,2.833333,4.0,2.5,3.333333
MSP-IMPROV-S10N-M01-P-FM02,Really did you take it?.,N,2.5,4.333333,2.5,3.833333
MSP-IMPROV-S10N-M01-P-MF01,Serbest me..,N,2.6,4.8,2.0,3.2
MSP-IMPROV-S10N-M01-P-MF02,"No, she's doing pretty well..Have a job interview but you know they offered it to her and she turned it down for some reason..",N,3.2,4.2,2.8,3.6
MSP-IMPROV-S10N-M01-P-MF03,"I know I don't know how she can miss, this opportunity..",A,2.0,4.6,2.6,3.0
MSP-IMPROV-S10N-M01-P-MF04,That one..,N,2.857143,4.571429,2.285714,4.285714
MSP-IMPROV-S10N-M01-S-FM01,So how's your friend doing?.,N,3.0,3.333333,2.5,2.833333
MSP-IMPROV-S10N-M01-S-FM02,Really did you take it?.,N,3.166667,3.666667,2.666667,3.5
MSP-IMPROV-S10N-M01-S-MF01,How is she doing really well? She's had a lot of job interviews but whatever reason? She hasn't been taking any other jobs..,X,2.333333,4.166667,3.166667,3.666667
MSP-IMPROV-S10N-M01-S-MF02,"So she doing really well, he's had a lot of job interviews, but she wasn't taking any of the offers..",N,2.833333,4.0,3.0,3.166667
MSP-IMPROV-S10N-M02-P-FM01,Just tell me how you feel I told you how you feeling how you felt..,N,2.4,3.2,2.2,3.4
MSP-IMPROV-S10N-M02-P-FM02,it is the amend.,H,4.0,3.8,3.4,4.4
MSP-IMPROV-S10N-M02-P-MF01,Just got.that's a promise..,N,3.0,3.8,2.2,4.0
MSP-IMPROV-S10N-M02-P-MF02,I think so..,N,3.5,4.166667,3.0,4.666667
MSP-IMPROV-S10N-M02-S-FM01,"Oh, Hey, how's your friend doing?.",N,2.833333,3.666667,2.666667,2.666667
MSP-IMPROV-S10N-M02-S-FM02,Oh really what you gonna do it..,N,3.6,3.4,3.6,4.4
MSP-IMPROV-S10N-M02-S-FM03,i.,N,2.8,4.2,2.0,3.6
MSP-IMPROV-S10N-M02-S-MF01,"Oh yeah, yeah, she actually got a job offer back..",N,3.2,3.8,3.4,3.0
MSP-IMPROV-S10N-M02-S-MF02,"Yeah, I think so I mean, it pays pretty well as nice hours so..",N,3.428571,3.857143,3.142857,3.428571
MSP-IMPROV-S10N-M02-S-MF03,Yeah..,N,2.8,4.8,2.6,3.4
MSP-IMPROV-S10N-M03-P-FM01,but if it's elinor.,N,2.6,4.8,1.6,3.8
MSP-IMPROV-S10N-M03-P-FM02,with him.,N,2.8,4.4,3.0,4.4
MSP-IMPROV-S10N-M03-P-FM03,these i could amonata.,H,2.6,3.8,3.0,4.8
MSP-IMPROV-S10N-M03-P-MF01,he and miss this aptitude.,N,3.0,4.2,2.4,4.2
MSP-IMPROV-S10N-M03-P-MF02,we have to.,N,2.8,4.4,3.0,4.0
MSP-IMPROV-S10N-M03-P-MF03,"OK, OK..",H,4.2,2.8,3.6,4.8
MSP-IMPROV-S10N-M03-P-MF04,the look of her.,H,4.0,2.6,3.4,4.6
MSP-IMPROV-S10N-M03-S-FM01,Tell Hannah how's he doing?.,N,2.8,4.2,2.8,3.6
MSP-IMPROV-S10N-M03-S-FM02,Oh really..,N,3.285714,4.142857,3.428571,4.285714
MSP-IMPROV-S10N-M03-S-MF01,Yeah..,N,3.666667,4.166667,3.0,3.833333
MSP-IMPROV-S10N-M03-S-MF02,Actually..,N,3.0,3.8,3.2,3.6
MSP-IMPROV-S10N-M03-S-MF03,"Yeah, yeah, I think I she's got a job..I go with the manager position to McDonald's..",N,3.4,4.2,3.2,3.8
MSP-IMPROV-S10N-M03-S-MF04,"Yeah, I'm just getting off early today..",N,3.4,4.2,2.8,3.8
MSP-IMPROV-S10N-M04-P-FM01,"I figured.do you want me to just like ask you like like tell you like oh. Hey, you know I know your friend got great job at that big company. When I heard you might be hard to what do you think you think you'll take it?.",N,3.142857,3.571429,3.142857,4.285714
MSP-IMPROV-S10N-M04-P-FM02,I don't know I know it doesn't have to do..,N,3.2,4.2,3.2,4.8
MSP-IMPROV-S10N-M04-P-FM03,OK..,N,2.833333,4.333333,3.0,4.666667
MSP-IMPROV-S10N-M04-P-FM04,It's all the way she could be I don't know..Jennifer would say..,N,3.0,4.0,3.4,4.6
MSP-IMPROV-S10N-M04-P-FM05,Miss this opportunity..,N,2.8,4.8,1.8,3.8
MSP-IMPROV-S10N-M04-P-FM06,no.,H,4.5,3.0,3.666667,4.5
MSP-IMPROV-S10N-M04-P-FM07,Right up..,N,3.166667,4.333333,2.5,3.0
MSP-IMPROV-S10N-M04-P-MF01,Tell me about chicken meat..,S,1.833333,4.0,2.833333,3.166667
MSP-IMPROV-S10N-M04-P-MF02,I don't know how she can make this..Don't know how she could miss this opportunity..,N,3.6,3.6,2.6,2.6
MSP-IMPROV-S10N-M04-S-FM01,"Hey, I haven't heard from Jennifer for little while how she doing..",N,3.4,4.2,2.6,2.8
MSP-IMPROV-S10N-M04-S-FM02,"Hey, I haven't heard from Jennifer for little while, but how she's doing..",N,3.0,3.166667,3.0,2.833333
MSP-IMPROV-S10N-M04-S-MF01,"Oh, she's doing really well, she just graduated college and got a great job offer from a good company..",H,4.2,2.6,3.6,3.8
MSP-IMPROV-S10N-M04-S-MF02,"No, she's doing great. She just graduated college and got a great new job offer from a good company..",H,4.333333,3.166667,3.166667,3.666667
MSP-IMPROV-S10N-M05-P-MF01,this event.,H,3.8,3.6,3.4,3.0
MSP-IMPROV-S10N-M05-S-FM01,So how's college?.,N,3.4,4.0,2.8,3.8
MSP-IMPROV-S10N-M05-S-FM02,will the retake that an.,X,2.6,4.4,3.0,4.0
MSP-IMPROV-S10N-M05-S-FM03,we are god.,N,2.4,4.0,3.4,4.4
MSP-IMPROV-S10N-M05-S-MF01,To do the job in the world..,N,3.0,3.6,3.4,3.8
MSP-IMPROV-S10N-M05-S-MF02,"Yeah, the Princess..",N,3.0,4.4,2.2,4.2
MSP-IMPROV-S10S-F01-P-FM01,the house was offered .,N,2.571429,4.714286,1.571429,3.857143
MSP-IMPROV-S10S-F01-P-FM02,Job..,N,2.4,4.0,2.6,3.4
MSP-IMPROV-S10S-F01-P-FM03,she really job offer but seen tait.,N,2.8,3.8,3.0,3.4
MSP-IMPROV-S10S-F01-P-FM04,I know I don't know what's wrong with her. I don't know how she can..,N,2.4,4.0,2.2,3.4
MSP-IMPROV-S10S-F01-P-MF01,as i ate in.,N,2.8,4.6,2.6,3.6
MSP-IMPROV-S10S-F01-P-MF02,oh really is a usual of her.,N,2.8,4.8,2.8,4.2
MSP-IMPROV-S10S-F01-S-FM01,"I'm not doing that great, she just graduated..Take it..",S,2.0,4.0,2.8,4.4
MSP-IMPROV-S10S-F01-S-MF01,How's your daughter been doing lately?.,N,3.0,3.857143,3.0,3.428571
MSP-IMPROV-S10S-F01-S-MF02,Really that's so unlike her..,O,2.4,4.0,3.4,3.6
MSP-IMPROV-S10S-F02-P-FM01,my dad .,N,3.0,3.6,3.0,3.4
MSP-IMPROV-S10S-F02-P-MF01,What you doing now?.,N,3.2,4.2,2.2,2.2
MSP-IMPROV-S10S-F02-S-FM01,"It is really, really great job good company. But she's really, really just disheartened and everything with she just refused..",S,2.166667,3.166667,3.0,3.166667
MSP-IMPROV-S10S-F02-S-FM02,I don't know..,X,2.142857,3.428571,2.428571,3.571429
MSP-IMPROV-S10S-F02-S-FM03,Just have to start trying to motivate her something..,S,2.142857,4.142857,2.857143,3.571429
MSP-IMPROV-S10S-F02-S-MF01,I have your daughter graduated..Now..,N,3.4,4.6,1.6,2.0
MSP-IMPROV-S10S-F02-S-MF02,Great..,H,3.8,3.2,3.8,4.6
MSP-IMPROV-S10S-F02-S-MF03,Hope things look up soon..,N,2.888889,4.0,2.777778,3.222222
MSP-IMPROV-S10S-F03-P-FM01,to know hussite any.,N,2.2,4.8,2.2,3.8
MSP-IMPROV-S10S-F03-P-FM02,"Great..My neighbor earlier..Well may come, Christy my daughter OK..",N,3.8,3.2,3.0,4.2
MSP-IMPROV-S10S-F03-P-FM03,Office..,S,1.6,3.4,3.0,3.2
MSP-IMPROV-S10S-F03-P-FM04,to be very good .,N,2.4,3.0,2.4,3.6
MSP-IMPROV-S10S-F03-P-FM05,How much?.,N,2.6,3.2,2.6,4.6
MSP-IMPROV-S10S-F03-P-MF01,Let's add that felt the said..,H,4.4,1.8,3.4,4.2
MSP-IMPROV-S10S-F03-P-MF02,Rachel..Alrighty then..,H,4.6,3.4,3.4,4.4
MSP-IMPROV-S10S-F03-S-FM01,"Oh, she's good, she's good you know, she just graduated so..",X,3.666667,4.166667,3.0,4.166667
MSP-IMPROV-S10S-F03-S-FM02,"No, I really don't know she should have great job offer at McDonald's..",N,2.714286,3.428571,2.571429,3.285714
MSP-IMPROV-S10S-F03-S-MF01,"Hey Alan, I heard you just got back from rachels graduation..",H,3.4,3.4,3.2,2.2
MSP-IMPROV-S10S-F03-S-MF02,Congratulations your first daughter all the way through College..,H,3.0,3.833333,2.833333,2.333333
MSP-IMPROV-S10S-F03-S-MF03,I understand that have any prospects..,N,3.2,3.4,3.2,3.6
MSP-IMPROV-S10S-F03-S-MF04,"Oh, that's great..",H,4.0,3.375,3.125,3.625
MSP-IMPROV-S10S-F03-S-MF05,"Oh, I see..",S,2.0,3.333333,3.111111,3.333333
MSP-IMPROV-S10S-F04-P-FM01,i don't know how to attain.,N,2.5,5.0,1.833333,2.833333
MSP-IMPROV-S10S-F04-P-FM02,I don't know like after she graduated college. She just dropped everything she got offered the job and she didn't take it..,N,2.25,3.875,2.5,3.25
MSP-IMPROV-S10S-F04-P-MF01,"Hey, how you doing?.Thank you for making more mistakes..",H,4.333333,2.166667,3.666667,3.5
MSP-IMPROV-S10S-F04-S-MF01,Hey your daughter just graduated college has not been going any jobs or anything..,H,4.166667,3.0,3.0,3.333333
MSP-IMPROV-S10S-F04-S-MF02,"Hey, how's your daughter doing? She's graduated college right? I need anything?.",H,4.0,3.2,3.4,4.2
MSP-IMPROV-S10S-F04-S-MF03,and for.,S,2.4,4.0,4.6,4.8
MSP-IMPROV-S10S-F04-S-MF04,"Hey, how's your daughter doing college right job for anything?.",H,3.8,3.4,4.2,4.2
MSP-IMPROV-S10S-F04-S-MF05,I don't know how she could miss this opportunity..,X,2.0,4.4,2.4,2.8
MSP-IMPROV-S10S-F05-P-FM01,I don't know how she could miss this opportunity..,N,2.6,4.2,2.8,3.0
MSP-IMPROV-S10S-F05-P-FM02,Is it better?.,N,3.0,4.333333,2.166667,4.833333
MSP-IMPROV-S10S-F05-S-FM01,So she's planning on dropping out and becoming a stripper because she doesn't want to do anything else with your life anymore..,S,3.0,3.8,2.6,3.6
MSP-IMPROV-S10S-F05-S-FM02,"Yeah, she was pretty long..",S,2.4,4.0,3.2,3.6
MSP-IMPROV-S10S-F05-S-FM03,I don't know how she could miss this opportunity..,S,1.8,3.6,2.2,3.0
MSP-IMPROV-S10S-F05-S-FM04,"She was pretty loud, but now she just wants to be a stripper because she doesn't care anymore..",N,1.6,4.6,2.0,3.2
MSP-IMPROV-S10S-F05-S-FM05,She was.,N,2.8,4.4,2.6,3.8
MSP-IMPROV-S10S-F05-S-MF01,How's dad doing I heard she got into law school?.,N,3.4,3.6,3.0,3.8
MSP-IMPROV-S10S-F05-S-MF02,Disney World..,X,2.833333,3.333333,2.833333,3.666667
MSP-IMPROV-S10S-F05-S-MF03,How's dad doing?.,H,3.666667,3.833333,3.0,3.0
MSP-IMPROV-S10S-F05-S-MF04,Disney World that's different..,N,2.6,3.0,3.2,3.8
MSP-IMPROV-S10S-M01-P-FM01,How is your daughter doing?.,N,2.5,3.9,3.4,3.4
MSP-IMPROV-S10S-M01-P-FM02,he is fenced college.,N,3.0,4.8,2.2,3.8
MSP-IMPROV-S10S-M01-P-FM03,All why not?.Fortunate..,N,2.833333,4.166667,2.333333,4.333333
MSP-IMPROV-S10S-M01-P-MF01,Ask about my daughter..Graduated but she doesn't have any jobs coming anymore. She missed out on alot..,N,2.8,4.0,1.8,3.2
MSP-IMPROV-S10S-M01-P-MF02,"I don't know how she can miss, this opportunity..",N,2.714286,4.0,2.142857,3.0
MSP-IMPROV-S10S-M01-S-FM01,So how's your daughter doing?.,N,3.4,4.4,3.2,3.8
MSP-IMPROV-S10S-M01-S-FM02,Shouldn't take it or not?.,N,2.4,4.0,3.0,3.4
MSP-IMPROV-S10S-M01-S-MF01,"She's graduated by now, but she's had some job offers she just didn't take..",N,3.0,3.8,1.8,2.8
MSP-IMPROV-S10S-M02-P-MF01,"Well, she actually just got offered a really nice job..",N,2.666667,3.833333,2.666667,3.166667
MSP-IMPROV-S10S-M02-S-FM01,We think she's gonna do now..,N,3.2,3.2,1.8,2.4
MSP-IMPROV-S10S-M02-S-FM02,shall anoint.,N,2.166667,3.333333,2.666667,3.5
MSP-IMPROV-S10S-M02-S-MF01,"Yeah, I'm actually got the job..",X,2.6,4.4,2.4,3.8
MSP-IMPROV-S10S-M02-S-MF02,"Yeah, she didn't really end up taking it, um, she's been kinda depressed lately..I know it's true but I'm..",S,2.6,3.8,3.0,3.4
MSP-IMPROV-S10S-M02-S-MF03,"Yeah, maybe..",N,2.8,4.4,2.4,3.8
MSP-IMPROV-S10S-M03-P-FM01,those darian to isidorian.,H,4.4,3.8,3.4,3.8
MSP-IMPROV-S10S-M03-P-FM02,Alright Alright Alright Yeah..,H,4.8,3.8,4.0,4.8
MSP-IMPROV-S10S-M03-P-FM03,Good..,H,4.0,4.8,3.4,4.2
MSP-IMPROV-S10S-M03-P-MF01,the paper.,H,4.0,3.8,3.6,4.6
MSP-IMPROV-S10S-M03-P-MF02,replied aughter .,N,3.4,4.6,3.0,4.8
MSP-IMPROV-S10S-M03-P-MF03,a.,H,3.625,3.375,2.625,4.625
MSP-IMPROV-S10S-M03-S-FM01,"Hey Hannah, how's it? How's how's Christina?.",H,3.6,3.2,3.4,3.6
MSP-IMPROV-S10S-M03-S-FM02,"Oh, nice nice what you gonna do..",N,3.142857,3.714286,3.0,4.428571
MSP-IMPROV-S10S-M03-S-FM03,Yeah..,N,2.888889,4.333333,3.0,3.888889
MSP-IMPROV-S10S-M03-S-MF01,"Oh yeah, well, I don't know yeah..",N,2.6,3.8,2.4,3.6
MSP-IMPROV-S10S-M03-S-MF02,I know I know I'm just I'm not really sure what you gonna do after this..,N,3.2,4.0,3.0,4.0
MSP-IMPROV-S10S-M03-S-MF03,"Yeah, I know she's gonna..",N,2.833333,4.166667,2.5,3.833333
MSP-IMPROV-S10S-M03-S-MF04,"Yeah, I don't know she's gonna take him know where she's going to life you know..",X,2.4,4.4,3.0,4.4
MSP-IMPROV-S10S-M04-P-FM01,I'm.,N,3.0,4.5,2.166667,4.166667
MSP-IMPROV-S10S-M04-P-MF01,Don't know how..,S,2.0,4.2,2.0,3.8
MSP-IMPROV-S10S-M04-P-MF02,I don't know how she can Pat. I don't know how she could miss this opportunity OK..,N,3.0,4.0,2.333333,1.333333
MSP-IMPROV-S10S-M04-P-MF03,"Yeah, it's OK, Babe takes 2..",H,3.6,4.0,2.8,4.4
MSP-IMPROV-S10S-M04-P-MF04,I don't know how she could miss this opportunity OK..,S,1.8,4.6,2.8,3.8
MSP-IMPROV-S10S-M04-S-FM01,"I just wanted to know are you done with the project yet. I mean, you have that big meeting with the law firm on Friday..",N,2.857143,3.571429,3.0,3.714286
MSP-IMPROV-S10S-M04-S-MF01,She had a great job offer but you turn it down. She just has no more motivation to work..,S,2.0,3.5,3.166667,3.5
MSP-IMPROV-S10S-M04-S-MF02,She had one offer from a great company. But she passed it up. She just has no more motivation to work..,S,2.0,3.0,4.0,3.8
MSP-IMPROV-S10S-M04-S-MF03,I don't know how she could miss this opportunity..,N,2.833333,3.833333,3.666667,2.333333
MSP-IMPROV-S10S-M04-S-MF04,Sure..,S,2.8,4.4,3.4,3.8
MSP-IMPROV-S10S-M04-S-MF05,She had one offer from this great company but she turned it down..,N,2.8,3.0,3.6,3.6
MSP-IMPROV-S10S-M05-P-MF01,"Yeah, I found this thing..",N,2.8,3.8,3.4,4.0
MSP-IMPROV-S10S-M05-S-FM01,if it chopinish college though.,N,2.666667,4.5,2.166667,4.333333
MSP-IMPROV-S10S-M05-S-FM02,Pre law school..,X,2.4,4.2,3.2,4.0
MSP-IMPROV-S10S-M05-S-FM03,What she offered in law firm?.,N,2.6,3.8,3.6,3.6
MSP-IMPROV-S10S-M05-S-MF01,"Yeah, she just graduated with her Masters degree in..Is dropping out to work at Disney World?.",S,1.666667,3.333333,3.666667,3.833333
MSP-IMPROV-S10S-M05-S-MF02,"Yeah, I don't know how she couldn't..",S,2.0,3.8,3.0,3.0
MSP-IMPROV-S10S-M05-S-MF03,"Well, she's coming up the law school after graduating with a Masters degree..But I did drop out and go work at Disney World..",S,2.5,3.833333,3.5,4.0
MSP-IMPROV-S11A-F02-P-FM01,"No, we didn't get angry..",N,3.0,4.0,3.2,4.8
MSP-IMPROV-S11A-F02-P-FM02,"Oh yeah, we just skip that..",N,2.4,4.6,3.2,4.2
MSP-IMPROV-S11A-F02-P-FM03,Great I hear Thunder..,X,2.4,4.2,2.6,3.4
MSP-IMPROV-S11A-F02-P-FM04,OK..,N,3.0,3.8,2.6,4.4
MSP-IMPROV-S11A-F02-P-FM05,You have a really passive aggressive person..,H,3.6,4.4,3.0,4.2
MSP-IMPROV-S11A-F02-S-FM01,I just heard Thunder do you?.,N,3.6,2.4,3.0,2.6
MSP-IMPROV-S11A-F02-S-FM02,Well..,X,3.0,4.0,3.333333,3.833333
MSP-IMPROV-S11A-F02-S-MF01,"Oh, I think I may have forgot..",N,4.0,2.8,3.0,3.4
